"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","Handover  Success Rate (%)-20274","Number  of Attempted handover-20275","Number  of Successful handover-20276"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4463]CT24079","0","0","0","100.00","151","151"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4463]CT24079","1","0","1","82.22","135","111"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4463]CT24079","2","0","2","95.12","123","117"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4464]CT24022","0","0","0","95.65","46","44"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4464]CT24022","1","0","1","100.00","58","58"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4464]CT24022","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4465]CT24040","0","0","0","99.78","446","445"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4465]CT24040","1","0","1","98.56","626","617"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4465]CT24040","2","0","2","99.68","311","310"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4466]CT24067","0","0","0","100.00","62","62"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4466]CT24067","1","0","1","97.40","346","337"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4466]CT24067","2","0","2","96.80","344","333"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4468]CT24112","0","0","0","100.00","385","385"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4468]CT24112","1","0","1","100.00","31","31"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4468]CT24112","2","0","2","100.00","362","362"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4469]CT24149","0","0","0","98.05","822","806"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4469]CT24149","1","0","1","100.00","217","217"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4469]CT24149","2","0","2","82.18","174","143"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4470]CT24030","0","0","0","85.44","103","88"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4470]CT24030","1","0","1","100.00","164","164"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4470]CT24030","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4471]CT24073","0","0","0","98.03","203","199"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4471]CT24073","1","0","1","72.22","90","65"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4471]CT24073","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4473]CT24126","0","0","0","98.76","161","159"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4473]CT24126","1","0","1","98.96","96","95"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4473]CT24126","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4474]CT24127","0","0","0","97.03","101","98"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4474]CT24127","1","0","1","100.00","59","59"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4474]CT24127","2","0","2","98.81","1259","1244"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4475]CT24147","0","0","0","98.89","270","267"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4475]CT24147","1","0","1","97.06","545","529"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4475]CT24147","2","0","2","98.15","108","106"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4476]CT24090","0","0","0","97.85","418","409"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4476]CT24090","1","0","1","91.03","591","538"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4476]CT24090","2","0","2","100.00","134","134"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4478]CT24115","0","0","0","97.77","269","263"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4478]CT24115","1","0","1","96.30","27","26"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4478]CT24115","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4479]CT24157","0","0","0","100.00","44","44"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4479]CT24157","1","0","1","100.00","79","79"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4479]CT24157","2","0","2","96.49","57","55"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4480]CT24076","0","0","0","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4480]CT24076","1","0","1","98.08","52","51"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4480]CT24076","2","0","2","99.63","269","268"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4482]CT24029","0","0","0","96.35","219","211"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4482]CT24029","1","0","1","98.97","292","289"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4482]CT24029","2","0","2","90.57","318","288"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4483]CT24014","0","0","0","97.10","69","67"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4483]CT24014","1","0","1","96.67","30","29"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4483]CT24014","2","0","2","50.57","176","89"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4484]CT24004","0","0","0","100.00","43","43"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4484]CT24004","1","0","1","100.00","25","25"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4484]CT24004","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4486]CT24010","0","0","0","100.00","96","96"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4486]CT24010","1","0","1","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4486]CT24010","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4487]CT24009","0","0","0","96.88","576","558"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4487]CT24009","1","0","1","99.00","301","298"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4487]CT24009","2","0","2","99.76","418","417"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4489]CT24008","0","0","0","97.78","45","44"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4489]CT24008","1","0","1","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4489]CT24008","2","0","2","98.78","164","162"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4491]CT24007","0","0","0","97.08","137","133"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4491]CT24007","1","0","1","91.96","336","309"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4491]CT24007","2","0","2","97.95","244","239"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4492]CT24003","0","0","0","100.00","28","28"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4492]CT24003","1","0","1","100.00","122","122"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4492]CT24003","2","0","2","99.61","255","254"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4493]CT24012","0","0","0","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4493]CT24012","1","0","1","100.00","57","57"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4493]CT24012","2","0","2","92.39","184","170"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4494]CT24013","0","0","0","99.41","169","168"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4494]CT24013","1","0","1","99.38","324","322"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4494]CT24013","2","0","2","88.52","122","108"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4495]CT24005","0","0","0","99.11","224","222"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4495]CT24005","1","0","1","91.57","166","152"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4495]CT24005","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4496]CT24002","0","0","0","100.00","76","76"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4496]CT24002","1","0","1","95.37","108","103"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4496]CT24002","2","0","2","50.74","136","69"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4497]CT24018","0","0","0","100.00","86","86"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4497]CT24018","1","0","1","100.00","44","44"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4497]CT24018","2","0","2","100.00","74","74"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4499]CT24060","0","0","0","99.71","347","346"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4499]CT24060","1","0","1","99.75","402","401"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4499]CT24060","2","0","2","100.00","14","14"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4500]CT24151","0","0","0","88.49","139","123"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4500]CT24151","1","0","1","24.24","66","16"
"2016-09-29","[100001]CNO2","[2]CTG","-","[4500]CT24151","2","0","2","80.90","89","72"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6021]CT24011","0","0","0","100.00","413","413"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6021]CT24011","1","0","1","100.00","203","203"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6021]CT24011","2","0","2","100.00","361","361"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6022]CT24001","0","0","0","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6022]CT24001","1","0","1","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6022]CT24001","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6023]CT24019","0","0","0","100.00","36","36"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6023]CT24019","1","0","1","100.00","368","368"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6023]CT24019","2","0","2","100.00","134","134"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6024]CT24017","0","0","0","100.00","162","162"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6024]CT24017","1","0","1","100.00","184","184"
"2016-09-29","[100001]CNO2","[2]CTG","-","[6024]CT24017","2","0","2","100.00","107","107"
"2016-09-29","[100001]CNO2","[2]CTG","-","[7100]CT24026","0","0","0","100.00","147","147"
"2016-09-29","[100001]CNO2","[2]CTG","-","[7100]CT24026","1","0","1","100.00","58","58"
"2016-09-29","[100001]CNO2","[2]CTG","-","[7100]CT24026","2","0","2","100.00","154","154"
"2016-09-29","[100001]CNO2","[2]CTG","-","[7101]CT24081","0","0","0","100.00","213","213"
"2016-09-29","[100001]CNO2","[2]CTG","-","[7101]CT24081","1","0","1","98.86","175","173"
"2016-09-29","[100001]CNO2","[2]CTG","-","[7101]CT24081","2","0","2","100.00","90","90"
"2016-09-29","[100001]CNO2","[2]CTG","-","[7107]CT24173","0","0","0","100.00","3","3"
"2016-09-29","[100001]CNO2","[2]CTG","-","[7107]CT24173","1","0","1","100.00","0","0"
"2016-09-29","[100001]CNO2","[2]CTG","-","[7107]CT24173","2","0","2","95.24","21","20"
"2016-09-29","[100001]CNO2","[3]SL","-","[2143]SL78002","0","0","0","94.55","110","104"
"2016-09-29","[100001]CNO2","[3]SL","-","[2143]SL78002","1","0","1","99.15","472","468"
"2016-09-29","[100001]CNO2","[3]SL","-","[2143]SL78002","2","0","2","98.22","1125","1105"
"2016-09-29","[100001]CNO2","[3]SL","-","[2144]SL78003","0","0","0","97.75","712","696"
"2016-09-29","[100001]CNO2","[3]SL","-","[2144]SL78003","1","0","1","95.87","387","371"
"2016-09-29","[100001]CNO2","[3]SL","-","[2144]SL78003","2","0","2","99.34","301","299"
"2016-09-29","[100001]CNO2","[3]SL","-","[2145]SL78004","0","0","0","97.81","639","625"
"2016-09-29","[100001]CNO2","[3]SL","-","[2145]SL78004","1","0","1","97.36","531","517"
"2016-09-29","[100001]CNO2","[3]SL","-","[2145]SL78004","2","0","2","98.37","245","241"
"2016-09-29","[100001]CNO2","[3]SL","-","[2146]SL78005","0","0","0","99.58","478","476"
"2016-09-29","[100001]CNO2","[3]SL","-","[2146]SL78005","1","0","1","97.92","1585","1552"
"2016-09-29","[100001]CNO2","[3]SL","-","[2146]SL78005","2","0","2","91.54","544","498"
"2016-09-29","[100001]CNO2","[3]SL","-","[2147]SL78008","0","0","0","97.54","366","357"
"2016-09-29","[100001]CNO2","[3]SL","-","[2147]SL78008","1","0","1","98.64","294","290"
"2016-09-29","[100001]CNO2","[3]SL","-","[2147]SL78008","2","0","2","88.32","274","242"
"2016-09-29","[100001]CNO2","[3]SL","-","[2148]SL78055","1","0","1","17.51","257","45"
"2016-09-29","[100001]CNO2","[3]SL","-","[2148]SL78055","2","0","2","100.00","1","1"
"2016-09-29","[100001]CNO2","[3]SL","-","[2149]SL78057","0","0","0","100.00","0","0"
"2016-09-29","[100001]CNO2","[3]SL","-","[2149]SL78057","1","0","1","2.28","263","6"
"2016-09-29","[100001]CNO2","[3]SL","-","[2149]SL78057","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[3]SL","-","[2189]SL78001","0","0","0","95.30","872","831"
"2016-09-29","[100001]CNO2","[3]SL","-","[2189]SL78001","1","0","1","95.76","377","361"
"2016-09-29","[100001]CNO2","[3]SL","-","[2189]SL78001","2","0","2","97.29","628","611"
"2016-09-29","[100001]CNO2","[3]SL","-","[2190]SL78009","0","0","0","98.99","199","197"
"2016-09-29","[100001]CNO2","[3]SL","-","[2190]SL78009","1","0","1","98.94","284","281"
"2016-09-29","[100001]CNO2","[3]SL","-","[2190]SL78009","2","0","2","85.96","235","202"
"2016-09-29","[100001]CNO2","[3]SL","-","[2191]SL78011","0","0","0","99.00","900","891"
"2016-09-29","[100001]CNO2","[3]SL","-","[2191]SL78011","1","0","1","98.43","254","250"
"2016-09-29","[100001]CNO2","[3]SL","-","[2191]SL78011","2","0","2","98.75","240","237"
"2016-09-29","[100001]CNO2","[3]SL","-","[2192]SL78018","0","0","0","99.23","389","386"
"2016-09-29","[100001]CNO2","[3]SL","-","[2192]SL78018","1","0","1","98.56","1108","1092"
"2016-09-29","[100001]CNO2","[3]SL","-","[2192]SL78018","2","0","2","85.01","347","295"
"2016-09-29","[100001]CNO2","[3]SL","-","[2227]SL78049","0","0","0","97.78","360","352"
"2016-09-29","[100001]CNO2","[3]SL","-","[2227]SL78049","1","0","1","98.88","269","266"
"2016-09-29","[100001]CNO2","[3]SL","-","[2227]SL78049","2","0","2","97.13","244","237"
"2016-09-29","[100001]CNO2","[3]SL","-","[2228]SL78026","0","0","0","98.20","388","381"
"2016-09-29","[100001]CNO2","[3]SL","-","[2228]SL78026","1","0","1","97.98","297","291"
"2016-09-29","[100001]CNO2","[3]SL","-","[2228]SL78026","2","0","2","99.52","207","206"
"2016-09-29","[100001]CNO2","[3]SL","-","[2229]SL78019","0","0","0","98.77","571","564"
"2016-09-29","[100001]CNO2","[3]SL","-","[2229]SL78019","1","0","1","97.57","1443","1408"
"2016-09-29","[100001]CNO2","[3]SL","-","[2229]SL78019","2","0","2","95.86","532","510"
"2016-09-29","[100001]CNO2","[3]SL","-","[2231]SL78006","0","0","0","95.10","245","233"
"2016-09-29","[100001]CNO2","[3]SL","-","[2231]SL78006","1","0","1","100.00","69","69"
"2016-09-29","[100001]CNO2","[3]SL","-","[2231]SL78006","2","0","2","99.33","297","295"
"2016-09-29","[100001]CNO2","[3]SL","-","[2309]SL78021","0","0","0","89.71","136","122"
"2016-09-29","[100001]CNO2","[3]SL","-","[2309]SL78021","1","0","1","96.26","721","694"
"2016-09-29","[100001]CNO2","[3]SL","-","[2309]SL78021","2","0","2","95.05","545","518"
"2016-09-29","[100001]CNO2","[3]SL","-","[2310]SL78012","0","0","0","94.81","231","219"
"2016-09-29","[100001]CNO2","[3]SL","-","[2310]SL78012","1","0","1","95.46","441","421"
"2016-09-29","[100001]CNO2","[3]SL","-","[2310]SL78012","2","0","2","91.50","200","183"
"2016-09-29","[100001]CNO2","[3]SL","-","[2311]SL78040","0","0","0","99.33","298","296"
"2016-09-29","[100001]CNO2","[3]SL","-","[2311]SL78040","1","0","1","99.62","522","520"
"2016-09-29","[100001]CNO2","[3]SL","-","[2311]SL78040","2","0","2","99.06","741","734"
"2016-09-29","[100001]CNO2","[3]SL","-","[2987]SL78034","0","0","0","100.00","0","0"
"2016-09-29","[100001]CNO2","[3]SL","-","[2987]SL78034","1","0","1","83.93","56","47"
"2016-09-29","[100001]CNO2","[3]SL","-","[2987]SL78034","2","0","2","60.26","390","235"
"2016-09-29","[100001]CNO2","[3]SL","-","[2988]SL78038","0","0","0","94.56","423","400"
"2016-09-29","[100001]CNO2","[3]SL","-","[2988]SL78038","2","0","2","99.29","701","696"
"2016-09-29","[100001]CNO2","[3]SL","-","[2989]SL78036","0","0","0","97.31","186","181"
"2016-09-29","[100001]CNO2","[3]SL","-","[2989]SL78036","1","0","1","99.44","890","885"
"2016-09-29","[100001]CNO2","[3]SL","-","[2989]SL78036","2","0","2","92.59","54","50"
"2016-09-29","[100001]CNO2","[3]SL","-","[2990]SL78010","0","0","0","95.44","329","314"
"2016-09-29","[100001]CNO2","[3]SL","-","[2990]SL78010","1","0","1","100.00","0","0"
"2016-09-29","[100001]CNO2","[3]SL","-","[2990]SL78010","2","0","2","100.00","139","139"
"2016-09-29","[100001]CNO2","[3]SL","-","[2991]SL78024","0","0","0","100.00","6","6"
"2016-09-29","[100001]CNO2","[3]SL","-","[2991]SL78024","1","0","1","99.32","586","582"
"2016-09-29","[100001]CNO2","[3]SL","-","[2991]SL78024","2","0","2","98.48","789","777"
"2016-09-29","[100001]CNO2","[3]SL","-","[2992]SL78014","0","0","0","98.93","1583","1566"
"2016-09-29","[100001]CNO2","[3]SL","-","[2992]SL78014","1","0","1","99.20","872","865"
"2016-09-29","[100001]CNO2","[3]SL","-","[2992]SL78014","2","0","2","99.62","1333","1328"
"2016-09-29","[100001]CNO2","[3]SL","-","[2993]SL78027","0","0","0","98.11","794","779"
"2016-09-29","[100001]CNO2","[3]SL","-","[2993]SL78027","1","0","1","95.82","335","321"
"2016-09-29","[100001]CNO2","[3]SL","-","[2993]SL78027","2","0","2","99.42","172","171"
"2016-09-29","[100001]CNO2","[3]SL","-","[2994]SL78035","0","0","0","98.46","195","192"
"2016-09-29","[100001]CNO2","[3]SL","-","[2994]SL78035","1","0","1","100.00","138","138"
"2016-09-29","[100001]CNO2","[3]SL","-","[2994]SL78035","2","0","2","99.06","533","528"
"2016-09-29","[100001]CNO2","[3]SL","-","[2995]SL78023","0","0","0","98.79","330","326"
"2016-09-29","[100001]CNO2","[3]SL","-","[2995]SL78023","1","0","1","99.45","549","546"
"2016-09-29","[100001]CNO2","[3]SL","-","[2995]SL78023","2","0","2","99.07","754","747"
"2016-09-29","[100001]CNO2","[3]SL","-","[2996]SL78020","0","0","0","97.88","424","415"
"2016-09-29","[100001]CNO2","[3]SL","-","[2996]SL78020","1","0","1","98.81","421","416"
"2016-09-29","[100001]CNO2","[3]SL","-","[2996]SL78020","2","0","2","99.30","287","285"
"2016-09-29","[100001]CNO2","[3]SL","-","[2997]SL78017","0","0","0","98.02","303","297"
"2016-09-29","[100001]CNO2","[3]SL","-","[2997]SL78017","1","0","1","93.28","521","486"
"2016-09-29","[100001]CNO2","[3]SL","-","[2997]SL78017","2","0","2","96.79","1120","1084"
"2016-09-29","[100001]CNO2","[3]SL","-","[2998]SL78015","0","0","0","98.91","1192","1179"
"2016-09-29","[100001]CNO2","[3]SL","-","[2998]SL78015","1","0","1","97.75","267","261"
"2016-09-29","[100001]CNO2","[3]SL","-","[2998]SL78015","2","0","2","92.42","356","329"
"2016-09-29","[100001]CNO2","[3]SL","-","[2999]SL78007","0","0","0","98.50","602","593"
"2016-09-29","[100001]CNO2","[3]SL","-","[2999]SL78007","1","0","1","97.10","138","134"
"2016-09-29","[100001]CNO2","[3]SL","-","[2999]SL78007","2","0","2","98.84","86","85"
"2016-09-29","[100001]CNO2","[3]SL","-","[3000]SL78032","0","0","0","100.00","0","0"
"2016-09-29","[100001]CNO2","[3]SL","-","[3000]SL78032","1","0","1","96.58","234","226"
"2016-09-29","[100001]CNO2","[3]SL","-","[3000]SL78032","2","0","2","81.25","32","26"
"2016-09-29","[100001]CNO2","[3]SL","-","[3730]SL78025","0","0","0","99.63","810","807"
"2016-09-29","[100001]CNO2","[3]SL","-","[3730]SL78025","1","0","1","97.35","755","735"
"2016-09-29","[100001]CNO2","[3]SL","-","[3730]SL78025","2","0","2","92.38","564","521"
"2016-09-29","[100001]CNO2","[3]SL","-","[3771]SL78050","0","0","0","99.11","1129","1119"
"2016-09-29","[100001]CNO2","[3]SL","-","[3771]SL78050","1","0","1","97.01","1775","1722"
"2016-09-29","[100001]CNO2","[3]SL","-","[3771]SL78050","2","0","2","98.68","304","300"
"2016-09-29","[100001]CNO2","[4]RS","-","[3001]RS33001","0","0","0","98.29","409","402"
"2016-09-29","[100001]CNO2","[4]RS","-","[3001]RS33001","1","0","1","98.83","426","421"
"2016-09-29","[100001]CNO2","[4]RS","-","[3001]RS33001","2","0","2","99.22","2306","2288"
"2016-09-29","[100001]CNO2","[4]RS","-","[3002]RS33002","0","0","0","96.00","300","288"
"2016-09-29","[100001]CNO2","[4]RS","-","[3002]RS33002","1","0","1","98.98","2540","2514"
"2016-09-29","[100001]CNO2","[4]RS","-","[3002]RS33002","2","0","2","98.06","155","152"
"2016-09-29","[100001]CNO2","[4]RS","-","[3003]RS33003","0","0","0","97.33","673","655"
"2016-09-29","[100001]CNO2","[4]RS","-","[3003]RS33003","1","0","1","97.48","516","503"
"2016-09-29","[100001]CNO2","[4]RS","-","[3003]RS33003","2","0","2","97.51","683","666"
"2016-09-29","[100001]CNO2","[4]RS","-","[3004]RS33004","0","0","0","97.72","659","644"
"2016-09-29","[100001]CNO2","[4]RS","-","[3004]RS33004","1","0","1","82.45","507","418"
"2016-09-29","[100001]CNO2","[4]RS","-","[3004]RS33004","2","0","2","97.57","947","924"
"2016-09-29","[100001]CNO2","[4]RS","-","[3005]RS33005","0","0","0","95.87","315","302"
"2016-09-29","[100001]CNO2","[4]RS","-","[3005]RS33005","1","0","1","97.78","900","880"
"2016-09-29","[100001]CNO2","[4]RS","-","[3005]RS33005","2","0","2","95.67","323","309"
"2016-09-29","[100001]CNO2","[4]RS","-","[3006]RS33006","0","0","0","98.48","197","194"
"2016-09-29","[100001]CNO2","[4]RS","-","[3006]RS33006","1","0","1","97.27","1024","996"
"2016-09-29","[100001]CNO2","[4]RS","-","[3006]RS33006","2","0","2","93.11","798","743"
"2016-09-29","[100001]CNO2","[4]RS","-","[3007]RS33007","0","0","0","98.27","347","341"
"2016-09-29","[100001]CNO2","[4]RS","-","[3007]RS33007","1","0","1","94.44","360","340"
"2016-09-29","[100001]CNO2","[4]RS","-","[3007]RS33007","2","0","2","97.54","772","753"
"2016-09-29","[100001]CNO2","[4]RS","-","[3008]RS33008","0","0","0","100.00","360","360"
"2016-09-29","[100001]CNO2","[4]RS","-","[3008]RS33008","1","0","1","100.00","205","205"
"2016-09-29","[100001]CNO2","[4]RS","-","[3008]RS33008","2","0","2","100.00","223","223"
"2016-09-29","[100001]CNO2","[4]RS","-","[3009]RS33009","0","0","0","98.96","578","572"
"2016-09-29","[100001]CNO2","[4]RS","-","[3009]RS33009","1","0","1","96.79","498","482"
"2016-09-29","[100001]CNO2","[4]RS","-","[3009]RS33009","2","0","2","97.14","805","782"
"2016-09-29","[100001]CNO2","[4]RS","-","[3010]RS33033","0","0","0","100.00","0","0"
"2016-09-29","[100001]CNO2","[4]RS","-","[3010]RS33033","1","0","1","99.48","961","956"
"2016-09-29","[100001]CNO2","[4]RS","-","[3010]RS33033","2","0","2","99.01","1012","1002"
"2016-09-29","[100001]CNO2","[4]RS","-","[3011]RS33011","0","0","0","100.00","551","551"
"2016-09-29","[100001]CNO2","[4]RS","-","[3011]RS33011","1","0","1","99.70","666","664"
"2016-09-29","[100001]CNO2","[4]RS","-","[3011]RS33011","2","0","2","99.82","1135","1133"
"2016-09-29","[100001]CNO2","[4]RS","-","[3012]RS33012","0","0","0","99.85","684","683"
"2016-09-29","[100001]CNO2","[4]RS","-","[3012]RS33012","1","0","1","100.00","635","635"
"2016-09-29","[100001]CNO2","[4]RS","-","[3012]RS33012","2","0","2","99.59","731","728"
"2016-09-29","[100001]CNO2","[4]RS","-","[3013]RS33013","0","0","0","100.00","164","164"
"2016-09-29","[100001]CNO2","[4]RS","-","[3013]RS33013","1","0","1","100.00","476","476"
"2016-09-29","[100001]CNO2","[4]RS","-","[3013]RS33013","2","0","2","100.00","140","140"
"2016-09-29","[100001]CNO2","[4]RS","-","[3014]RS33014","0","0","0","98.41","315","310"
"2016-09-29","[100001]CNO2","[4]RS","-","[3014]RS33014","1","0","1","98.70","154","152"
"2016-09-29","[100001]CNO2","[4]RS","-","[3014]RS33014","2","0","2","97.84","416","407"
"2016-09-29","[100001]CNO2","[4]RS","-","[3015]RS33028","0","0","0","97.58","621","606"
"2016-09-29","[100001]CNO2","[4]RS","-","[3015]RS33028","1","0","1","97.52","524","511"
"2016-09-29","[100001]CNO2","[4]RS","-","[3015]RS33028","2","0","2","98.31","295","290"
"2016-09-29","[100001]CNO2","[4]RS","-","[3016]RS33019","0","0","0","97.56","41","40"
"2016-09-29","[100001]CNO2","[4]RS","-","[3016]RS33019","1","0","1","78.47","353","277"
"2016-09-29","[100001]CNO2","[4]RS","-","[3016]RS33019","2","0","2","100.00","0","0"
"2016-09-29","[100001]CNO2","[4]RS","-","[3021]RS33021","0","0","0","97.67","129","126"
"2016-09-29","[100001]CNO2","[4]RS","-","[3021]RS33021","1","0","1","82.66","346","286"
"2016-09-29","[100001]CNO2","[4]RS","-","[3021]RS33021","2","0","2","97.44","391","381"
"2016-09-29","[100001]CNO2","[4]RS","-","[3023]RS33023","0","0","0","100.00","2","2"
"2016-09-29","[100001]CNO2","[4]RS","-","[3023]RS33023","1","0","1","97.36","683","665"
"2016-09-29","[100001]CNO2","[4]RS","-","[3023]RS33023","2","0","2","95.11","880","837"
"2016-09-29","[100001]CNO2","[4]RS","-","[3026]RS33026","0","0","0","95.83","216","207"
"2016-09-29","[100001]CNO2","[4]RS","-","[3026]RS33026","1","0","1","97.79","453","443"
"2016-09-29","[100001]CNO2","[4]RS","-","[3026]RS33026","2","0","2","94.92","571","542"
"2016-09-29","[100001]CNO2","[5]KL","-","[3301]KL58001","0","0","0","99.46","184","183"
"2016-09-29","[100001]CNO2","[5]KL","-","[3301]KL58001","1","0","1","96.39","83","80"
"2016-09-29","[100001]CNO2","[5]KL","-","[3301]KL58001","2","0","2","96.93","228","221"
"2016-09-29","[100001]CNO2","[5]KL","-","[3302]KL58002","0","0","0","100.00","486","486"
"2016-09-29","[100001]CNO2","[5]KL","-","[3302]KL58002","1","0","1","100.00","2110","2110"
"2016-09-29","[100001]CNO2","[5]KL","-","[3302]KL58002","2","0","2","100.00","1878","1878"
"2016-09-29","[100001]CNO2","[5]KL","-","[3303]KL58003","0","0","0","100.00","677","677"
"2016-09-29","[100001]CNO2","[5]KL","-","[3303]KL58003","1","0","1","100.00","2104","2104"
"2016-09-29","[100001]CNO2","[5]KL","-","[3303]KL58003","2","0","2","100.00","412","412"
"2016-09-29","[100001]CNO2","[5]KL","-","[3304]KL58004","0","0","0","98.21","112","110"
"2016-09-29","[100001]CNO2","[5]KL","-","[3304]KL58004","1","0","1","99.83","1189","1187"
"2016-09-29","[100001]CNO2","[5]KL","-","[3304]KL58004","2","0","2","97.88","898","879"
